City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Pospelikha,51.95,81.77,79.14,43,3,16.22,RU,1595136111
Gao,16.64,1.64,84.02,55,92,8.48,ML,1595136112
Shanghai,31.22,121.46,102.99,63,98,13.42,CN,1595136051
Nanortalik,60.14,-45.24,46.74,77,49,5.75,GL,1595135649
Karratha,-20.74,116.85,74.95,45,0,6.69,AU,1595136112
Semporna,4.48,118.61,89.6,62,20,6.93,MY,1595136113
Morant Bay,17.88,-76.41,84.2,74,20,5.82,JM,1595135370
Nizhniy Kuranakh,58.84,125.49,68.86,83,99,5.32,RU,1595136114
Sibolga,1.74,98.78,87.13,59,100,4.9,ID,1595135658
Wamba,8.93,8.6,70.07,95,98,1.68,NG,1595136114
Horki,54.29,30.98,64.4,82,85,4.18,BY,1595136115
Carroll,39.55,-77.02,75.0,84,81,5.21,US,1595136115
Mogadishu,2.04,45.34,78.8,65,75,19.46,SO,1595135603
Srīvardhan,18.03,73.02,83.66,80,28,7.72,IN,1595136116
Nyuksenitsa,60.41,44.24,64.53,78,0,6.8,RU,1595136116
Damaturu,11.75,11.96,76.77,72,0,9.98,NG,1595136116
Chapais,49.78,-74.85,68.0,72,75,3.36,CA,1595136117
Chicholi,21.47,79.68,88.92,62,99,5.37,IN,1595136117
Port-Gentil,-0.72,8.78,74.03,83,100,9.24,GA,1595135667
Kołobrzeg,54.18,15.58,66.0,80,5,6.67,PL,1595136117
El Cobre,20.05,-75.95,77.0,88,20,5.82,CU,1595136118
Caravelas,-17.71,-39.25,68.86,78,18,4.72,BR,1595136118
Asău,46.43,26.4,64.4,88,75,4.7,RO,1595136118
San Cristobal,7.77,-72.22,64.9,91,85,2.93,VE,1595135621
Yarim,14.3,44.38,66.88,38,100,4.76,YE,1595136119
Port Hedland,-20.32,118.57,78.8,36,75,6.93,AU,1595135668
Saint-François,46.42,3.91,60.01,93,16,3.36,FR,1595136119
Sanaa,15.35,44.21,72.37,32,100,6.6,YE,1595136120
Kloulklubed,7.04,134.26,87.8,70,75,5.82,PW,1595136120
Liverpool,53.41,-2.98,55.0,81,20,5.82,GB,1595136103
Vila,42.03,-8.16,57.99,83,0,1.01,PT,1595136120
Stephenville,32.22,-98.2,82.99,58,1,9.17,US,1595136121
Denpasar,-8.65,115.22,84.2,83,20,13.87,ID,1595135648
Borşa,47.66,24.66,55.0,90,100,3.65,RO,1595136121
Lompoc,34.64,-120.46,60.8,82,0,9.17,US,1595135600
Semnan,35.57,53.4,87.48,17,0,6.11,IR,1595136122
Kwinana,-32.25,115.77,61.0,71,75,8.05,AU,1595135951
Tétouan,35.57,-5.37,73.4,88,90,6.93,MA,1595136122
Wasilla,61.58,-149.44,66.2,59,20,4.41,US,1595136123
Marzuq,14.4,46.47,81.7,52,100,7.99,YE,1595136123
Mankono,8.06,-6.19,67.39,98,25,2.75,CI,1595136123
Balabac,7.99,117.06,85.95,69,70,8.37,PH,1595136123
Nānākuli,21.39,-158.15,82.4,61,1,11.41,US,1595135827
Kununurra,-15.77,128.73,89.6,13,25,5.82,AU,1595136124
Fare,-16.7,-151.02,75.7,82,57,23.49,PF,1595135645
Grand Gaube,-20.01,57.66,70.0,68,24,8.01,MU,1595135634
Linden,6.0,-58.3,73.4,100,20,2.24,GY,1595136125
Fort Nelson,58.81,-122.7,68.0,56,75,12.75,CA,1595135629
Vao,-22.67,167.48,70.36,73,0,16.42,NC,1595135641
Panguipulli,-39.63,-72.33,50.0,100,75,4.7,CL,1595136126
Zapolyarnyy,69.42,30.81,55.4,87,96,9.17,RU,1595136126
Jalandhar,31.33,75.58,102.24,37,0,2.35,IN,1595136126
Kayanga,-1.53,31.15,61.05,51,99,4.56,TZ,1595136127
Sorong,-0.88,131.25,83.48,74,1,5.79,ID,1595135629
Cockburn Town,21.46,-71.14,83.41,78,0,19.66,TC,1595135920
Verkhnyaya Inta,65.98,60.31,53.62,83,100,10.11,RU,1595136127
Lorengau,-2.02,147.27,83.35,74,58,7.27,PG,1595135639
Araouane,18.9,-3.53,84.04,51,91,11.21,ML,1595136064
Dovolnoye,54.5,79.67,74.97,47,41,8.34,RU,1595136128
Skibbereen,51.55,-9.27,48.2,87,20,6.93,IE,1595136128
Simao,22.79,100.97,67.78,96,100,2.06,CN,1595136128
Pavlogradka,54.2,73.56,78.73,50,35,5.3,RU,1595136129
Chernyshevsk,52.52,117.02,65.88,63,100,6.22,RU,1595136129
Dinguiraye,11.3,-10.72,69.01,97,99,1.54,GN,1595135883
Culpeper,38.5,-77.97,73.99,88,1,1.21,US,1595136130
Kattivākkam,13.22,80.32,80.6,100,90,1.12,IN,1595136130
Vostok,46.49,135.88,83.12,53,27,3.96,RU,1595136129
Sainte-Rose,16.33,-61.7,75.2,88,6,7.94,GP,1595136131
Bethel,41.37,-73.41,71.01,94,1,2.93,US,1595135621
Lewiston,44.1,-70.21,70.0,100,20,3.36,US,1595136131
Oddur,4.12,43.89,72.81,69,88,24.18,SO,1595136131
Ajdabiya,30.76,20.23,71.55,72,0,6.98,LY,1595136132
Ankazoabo,-22.28,44.52,59.0,68,0,5.53,MG,1595136133
Ranong,9.97,98.63,89.6,70,75,5.82,TH,1595136133
Rayong,12.83,101.43,87.8,66,20,10.29,TH,1595136133
Mosquera,4.71,-74.23,51.8,93,40,2.24,CO,1595136075
Narsaq,60.92,-46.05,48.2,61,67,4.7,GL,1595135617
Mukhen,48.1,136.1,89.29,49,21,4.74,RU,1595136134
Zhuhai,22.28,113.57,89.6,70,40,14.99,CN,1595136135
Monte di Procida,40.8,14.05,73.99,65,0,1.01,IT,1595136135
Sitka,57.05,-135.33,55.4,93,90,9.17,US,1595135394
Ubari,26.59,12.78,83.98,26,2,12.37,LY,1595135619
Chase,50.82,-119.69,62.01,87,77,4.83,CA,1595136136
Stevens Point,44.52,-89.57,79.0,100,1,10.29,US,1595135925
Okha,53.57,142.95,60.71,81,86,9.71,RU,1595136136
Murgab,37.5,61.97,89.6,25,0,11.41,TM,1595136137
Saint Anthony,45.02,-93.22,78.01,73,75,12.75,US,1595135611
Buluang,13.31,123.34,89.6,59,100,2.91,PH,1595136137
Guerrero Negro,27.98,-114.06,68.65,82,0,13.53,MX,1595135634
Batemans Bay,-35.72,150.18,68.0,38,32,1.99,AU,1595136138
Rome,43.21,-75.46,68.0,88,1,4.7,US,1595136080
Shelburne,44.08,-80.2,77.0,69,20,4.7,CA,1595135648
Coração de Maria,-12.23,-38.75,65.28,97,55,4.85,BR,1595136139
San Rafael,-34.62,-68.33,49.75,56,19,1.88,AR,1595136140
Villa Guerrero,18.87,-99.65,72.0,71,75,4.27,MX,1595136140
Portland,45.52,-122.68,75.0,53,1,11.41,US,1595135574
Katobu,-4.94,122.53,86.41,58,94,6.35,ID,1595136142
Boone,39.03,-92.33,82.99,73,1,9.35,US,1595136142
Saquisilí,-0.83,-78.67,45.0,95,81,5.55,EC,1595136143
Seydi,39.48,62.91,100.85,9,0,15.52,TM,1595136143
Imeni Poliny Osipenko,52.42,136.49,84.94,59,100,4.76,RU,1595136143
Gorontalo,0.54,123.06,83.73,79,31,5.59,ID,1595135931
Lahat,-3.8,103.53,90.5,46,13,4.18,ID,1595136144
Firozpur,30.92,74.6,82.4,74,40,16.11,IN,1595136145
Reconquista,-29.15,-59.65,70.47,62,0,12.62,AR,1595136145
Pitimbu,-7.47,-34.81,74.62,82,1,10.74,BR,1595136145
Shulan,44.42,126.95,85.8,43,100,6.8,CN,1595136146
Ust-Tsilma,65.44,52.15,57.15,69,43,6.64,RU,1595136146
Dunedin,-45.87,170.5,48.99,88,3,7.0,NZ,1595135557
Birao,10.28,22.79,71.8,90,100,4.7,CF,1595136147
Papara,-3.98,-38.73,77.0,73,75,11.41,BR,1595136147
Flin Flon,54.77,-101.86,57.11,86,100,4.85,CA,1595135618
Kodīnar,20.79,70.7,85.93,76,28,13.56,IN,1595136147
Caluquembe,-13.78,14.68,42.22,65,0,7.18,AO,1595136148
Impfondo,1.64,18.07,70.39,94,84,1.52,CG,1595136148
Marawi,8.0,124.29,86.0,80,24,5.99,PH,1595136148
Riyadh,24.69,46.72,95.0,14,0,5.82,SA,1595135652
Båtsfjord,70.63,29.72,55.58,73,70,6.2,NO,1595136149
Aborlan,9.44,118.55,85.69,67,98,5.93,PH,1595136149
Hwange,-18.37,26.5,45.55,77,0,2.08,ZW,1595136149
Loíza,18.43,-65.88,80.6,74,1,10.18,PR,1595136149
Lāsalgaon,20.15,74.23,81.34,73,94,13.22,IN,1595136150
Visby,57.64,18.3,66.2,72,3,5.82,SE,1595136150
Victor Harbor,-35.57,138.62,59.0,62,39,1.01,AU,1595136151
Baillif,16.02,-61.75,75.2,88,2,9.89,GP,1595136151
Tigil',57.8,158.67,60.21,57,87,12.8,RU,1595136151
Pokosnoye,55.53,101.05,59.27,50,93,9.17,RU,1595136152
Maraã,-1.83,-65.37,71.85,98,76,1.01,BR,1595136152
San Miguel de Cozumel,20.51,-86.95,82.0,81,0,1.01,MX,1595136140
Westport,41.14,-73.36,78.8,78,1,5.82,US,1595136112
Garoowe,8.41,48.48,77.61,54,74,34.18,SO,1595136153
Assiniboia,49.63,-105.98,58.59,70,34,8.68,CA,1595135655
Changli,39.7,119.15,84.0,26,100,3.0,CN,1595136153
Northam,51.03,-4.22,57.0,92,58,5.99,GB,1595135658
Gouyave,12.16,-61.73,82.4,83,40,14.99,GD,1595136154
Atambua,-9.11,124.89,83.17,45,0,1.19,ID,1595135631
Arnprior,45.43,-76.35,75.99,85,73,7.2,CA,1595136154
Richards Bay,-28.78,32.04,56.1,39,0,3.62,ZA,1595136136
Vallenar,-28.57,-70.76,54.72,67,86,1.39,CL,1595136155
Krasnovishersk,60.41,57.08,73.85,53,57,4.5,RU,1595136155
Viedma,-40.81,-63.0,52.59,58,100,5.82,AR,1595135903
Salalah,17.02,54.09,78.8,94,75,4.7,OM,1595135637
Boyolangu,-8.12,111.89,81.73,72,38,10.2,ID,1595136156
Hobyo,5.35,48.53,79.59,68,95,26.33,SO,1595136126
Mezen',65.85,44.24,64.83,49,3,2.64,RU,1595136156
Benemérito de las Américas,16.52,-90.64,73.0,97,42,0.04,MX,1595136067
Derzhavīnsk,51.1,66.32,87.03,36,0,13.89,KZ,1595136157
Areia Branca,-4.96,-37.14,75.47,71,93,13.89,BR,1595136157
Colón,9.36,-79.9,79.0,88,100,5.01,PA,1595136158
Duncan,34.5,-97.96,80.01,74,1,9.17,US,1595136158
Necochea,-38.55,-58.74,46.99,98,27,1.01,AR,1595136158
Ancud,-41.87,-73.82,50.0,100,90,5.82,CL,1595135620
Heraclea,37.51,34.05,79.92,35,0,2.08,TR,1595136159
Acapulco de Juárez,16.86,-99.89,80.64,84,44,5.32,MX,1595136159
Codrington,-38.27,141.97,45.43,87,78,27.4,AU,1595135640
Whitehorse,60.72,-135.05,62.6,59,75,10.29,CA,1595135987
Nara,34.69,135.8,97.0,55,20,12.75,JP,1595135629
Maridi,4.92,29.47,66.07,97,96,4.54,SS,1595136160
Waingapu,-9.66,120.26,84.2,61,9,12.21,ID,1595136135
Kiruna,67.86,20.23,51.8,87,100,2.24,SE,1595136161
Charters Towers,-20.1,146.27,73.94,35,39,6.24,AU,1595136161
Tromsø,69.65,18.96,53.6,87,75,34.45,NO,1595135864
Odda,60.07,6.55,57.0,86,100,3.0,NO,1595136162
Ozernovskiy,51.5,156.52,49.66,91,99,5.06,RU,1595136162
Tessalit,20.2,1.01,81.01,57,52,8.37,ML,1595135662
Ivanivka,46.72,34.55,71.08,58,0,11.16,UA,1595136163
Pochutla,15.74,-96.47,79.0,82,59,3.42,MX,1595135641
